classroom_id,s_merge_id,bs_m_score,school_id,student_id,high_eyes,high_raven,bs_b_score,high_bangla,high_math,friend_1,friend_2,friend_3,support_1,support_2,support_3
1126801.0,112680_114,5.0,112680.0,1126801220.0,yes,yes,20.0,yes,no,1126801221.0,1126801222.0,1126801212.0,1126801221.0,1126801222.0,1126801211.0
1126801.0,112680_121,,112680.0,1126801229.0,no,no,,no,no,1126801243.0,1126801232.0,1126801237.0,1126801243.0,1126801236.0,1126801237.0
1126801.0,112680_148,3.0,,1126801.0,no,no,16.0,no,no,,,,,,
1126801.0,112680_103,6.0,112680.0,1126801221.0,no,yes,19.0,yes,yes,1126801220.0,1126801222.0,1126801212.0,1126801220.0,1126801222.0,1126801219.0
1126801.0,112680_116,4.0,,1126801.0,no,no,7.0,no,no,,,,,,
1126801.0,112680_162,3.0,,1126801.0,yes,yes,15.0,no,no,,,,,,
1126801.0,112680_136,7.0,112680.0,1126801231.0,no,no,12.0,no,yes,1126801214.0,1126801213.0,1126801256.0,1126801214.0,1126801245.0,1126801212.0
1126801.0,112680_124,5.0,112680.0,1126801209.0,yes,no,16.0,no,no,1126801245.0,1126801239.0,1126801253.0,1126801245.0,1126801239.0,1126801253.0
1126801.0,112680_155,,112680.0,1126801237.0,no,no,,no,no,1126801236.0,1126801242.0,1126801223.0,1126801241.0,1126801236.0,1126801243.0
1126801.0,112680_167,1.0,,1126801.0,no,no,15.0,no,no,,,,,,
1126801.0,112680_117,3.0,112680.0,1126801240.0,no,yes,14.0,no,no,1126801245.0,1126801239.0,1126801209.0,1126801245.0,1126801253.0,1126801209.0
1126801.0,112680_151,4.0,112680.0,1126801233.0,yes,yes,20.0,yes,no,1126801246.0,1126801224.0,1126801223.0,1126801224.0,1126801223.0,1126801246.0
1126801.0,112680_133,4.0,,1126801.0,yes,no,15.0,no,no,,,,,,
1126801.0,112680_132,4.0,112680.0,1126801257.0,yes,no,13.0,no,no,1126801226.0,1126801242.0,1126801243.0,1126801243.0,1126801226.0,1126801242.0
1126801.0,112680_110,5.0,112680.0,1126801218.0,no,no,12.0,no,no,1126801242.0,1126801247.0,1126801237.0,1126801237.0,1126801236.0,1126801242.0
1126801.0,112680_113,5.0,112680.0,1126801226.0,no,no,7.0,no,no,1126801256.0,1126801243.0,1126801242.0,1126801257.0,1126801237.0,1126801236.0
1126801.0,112680_123,7.0,,1126801.0,no,no,10.0,no,yes,,,,,,
1126801.0,112680_158,6.0,112680.0,1126801224.0,yes,yes,20.0,yes,yes,1126801233.0,1126801246.0,1126801210.0,1126801241.0,1126801246.0,1126801233.0
1126801.0,112680_166,7.0,112680.0,1126801241.0,no,yes,19.0,yes,yes,1126801224.0,1126801222.0,1126801236.0,,,
1126801.0,112680_115,5.0,,1126801.0,no,no,14.0,no,no,,,,,,
1126801.0,112680_131,3.0,112680.0,1126801248.0,no,no,15.0,no,no,1126801217.0,1126801251.0,1126801253.0,1126801217.0,1126801253.0,1126801239.0
1126801.0,112680_102,9.0,112680.0,1126801235.0,yes,yes,21.0,yes,yes,1126801251.0,1126801249.0,1126801244.0,1126801251.0,1126801241.0,1126801244.0
1126801.0,112680_129,6.0,112680.0,1126801213.0,no,no,14.0,no,yes,1126801256.0,1126801234.0,1126801228.0,1126801214.0,1126801231.0,1126801256.0
1126801.0,112680_159,,,1126801.0,no,no,,no,no,,,,,,
1126801.0,112680_105,,,1126801.0,no,no,,no,no,,,,,,
1126801.0,112680_152,9.0,112680.0,1126801222.0,yes,yes,18.0,yes,yes,1126801212.0,1126801220.0,1126801211.0,1126801219.0,1126801221.0,1126801223.0
1126801.0,112680_141,3.0,112680.0,1126801239.0,no,no,9.0,no,no,1126801245.0,1126801253.0,1126801209.0,1126801217.0,1126801245.0,1126801253.0
1126801.0,112680_118,4.0,112680.0,1126801232.0,yes,no,13.0,no,no,1126801243.0,1126801241.0,1126801212.0,1126801243.0,1126801236.0,1126801210.0
1126801.0,112680_108,6.0,112680.0,1126801244.0,yes,no,10.0,no,yes,1126801249.0,1126801251.0,1126801253.0,1126801249.0,1126801251.0,1126801235.0
1126811.0,112681_121,8.0,112681.0,1126811251.0,no,yes,22.0,yes,yes,1126811231.0,1126811211.0,1126811247.0,1126811245.0,1126811202.0,1126811257.0
1126811.0,112681_128,5.0,,1126811.0,yes,yes,15.0,no,no,,,,,,
1126811.0,112681_123,,112681.0,1126811234.0,no,no,,no,no,1126811247.0,1126811210.0,1126811222.0,1126811202.0,1126811251.0,1126811247.0
1126811.0,112681_144,4.0,112681.0,1126811214.0,no,no,15.0,no,no,1126811239.0,1126811249.0,1126811224.0,1126811227.0,1126811244.0,1126811251.0
1126811.0,112681_146,7.0,112681.0,1126811238.0,yes,no,19.0,yes,yes,1126811227.0,1126811257.0,1126811245.0,1126811245.0,1126811227.0,1126811257.0
1126811.0,112681_103,,112681.0,1126811243.0,no,no,,no,no,1126811253.0,1126811231.0,1126811245.0,1126811253.0,1126811238.0,1126811231.0
1126811.0,112681_110,3.0,112681.0,1126811246.0,no,no,9.0,no,no,1126811254.0,1126811207.0,1126811235.0,1126811254.0,1126811245.0,1126811208.0
1126811.0,112681_120,3.0,112681.0,1126811239.0,no,no,17.0,yes,no,1126811224.0,1126811227.0,1126811214.0,1126811245.0,1126811214.0,1126811224.0
1126811.0,112681_182,5.0,,1126811.0,yes,no,9.0,no,no,,,,,,
1126811.0,112681_166,4.0,112681.0,1126811253.0,yes,yes,17.0,yes,no,1126811255.0,1126811241.0,1126811245.0,1126811245.0,1126811241.0,
1126811.0,112681_180,4.0,,1126811.0,no,no,9.0,no,no,,,,,,
1126811.0,112681_154,6.0,112681.0,1126811250.0,no,yes,19.0,yes,yes,1126811252.0,1126811241.0,1126811228.0,1126811243.0,1126811252.0,
1126811.0,112681_106,7.0,112681.0,1126811203.0,no,no,19.0,yes,yes,1126811209.0,1126811225.0,1126811201.0,1126811256.0,1126811214.0,1126811231.0
1126811.0,112681_156,6.0,112681.0,1126811254.0,yes,no,18.0,yes,yes,1126811201.0,1126811235.0,1126811246.0,1126811235.0,1126811233.0,1126811229.0
1126811.0,112681_153,4.0,,1126811.0,yes,yes,20.0,yes,no,,,,,,
1126811.0,112681_140,,112681.0,1126811207.0,no,no,,no,no,1126811254.0,1126811246.0,1126811229.0,1126811246.0,1126811254.0,1126811204.0
1126811.0,112681_152,,,1126811.0,no,no,,no,no,,,,,,
1126811.0,112681_109,7.0,112681.0,1126811236.0,yes,yes,19.0,yes,yes,1126811208.0,1126811237.0,1126811259.0,1126811237.0,1126811208.0,1126811251.0
1126811.0,112681_141,3.0,112681.0,1126811235.0,no,no,13.0,no,no,1126811254.0,1126811229.0,1126811246.0,1126811245.0,,
1126811.0,112681_164,2.0,,1126811.0,no,yes,21.0,yes,no,,,,,,
1126811.0,112681_139,3.0,112681.0,1126811256.0,no,no,14.0,no,no,1126811251.0,1126811255.0,1126811243.0,1126811227.0,1126811245.0,
1126811.0,112681_149,6.0,112681.0,1126811226.0,no,no,16.0,no,yes,1126811242.0,1126811212.0,1126811220.0,1126811238.0,1126811257.0,1126811258.0
1126811.0,112681_111,4.0,,1126811.0,no,no,12.0,no,no,,,,,,
1126811.0,112681_131,10.0,,1126811.0,yes,yes,19.0,yes,yes,,,,,,
1126811.0,112681_137,7.0,112681.0,1126811242.0,no,no,9.0,no,yes,1126811226.0,1126811212.0,1126811220.0,1126811245.0,1126811257.0,1126811227.0
1126811.0,112681_163,5.0,112681.0,1126811240.0,yes,no,22.0,yes,no,1126811253.0,1126811245.0,1126811252.0,1126811245.0,1126811257.0,
1126811.0,112681_130,5.0,112681.0,1126811228.0,no,no,19.0,yes,no,1126811244.0,1126811235.0,1126811259.0,1126811251.0,1126811202.0,1126811243.0
1126811.0,112681_124,6.0,112681.0,1126811255.0,no,yes,12.0,no,yes,1126811240.0,1126811204.0,1126811229.0,1126811253.0,1126811245.0,1126811238.0
1126811.0,112681_171,5.0,112681.0,1126811247.0,no,no,17.0,yes,no,1126811211.0,1126811226.0,1126811252.0,1126811251.0,1126811227.0,1126811253.0
1126811.0,112681_168,4.0,112681.0,1126811210.0,yes,yes,17.0,yes,no,1126811234.0,1126811247.0,1126811211.0,1126811202.0,1126811251.0,1126811247.0
1126811.0,112681_108,6.0,,1126811.0,no,yes,12.0,no,yes,,,,,,
1126811.0,112681_167,4.0,112681.0,1126811209.0,yes,no,21.0,yes,no,1126811202.0,1126811225.0,,1126811241.0,1126811244.0,1126811245.0
1126811.0,112681_127,2.0,112681.0,1126811259.0,no,no,7.0,no,no,1126811230.0,1126811237.0,1126811228.0,1126811228.0,1126811255.0,1126811252.0
1126811.0,112681_158,3.0,112681.0,1126811245.0,no,yes,20.0,yes,no,1126811227.0,1126811257.0,1126811253.0,1126811257.0,1126811238.0,1126811227.0
1126811.0,112681_157,7.0,112681.0,1126811244.0,yes,yes,17.0,yes,yes,1126811228.0,1126811256.0,1126811206.0,1126811228.0,1126811253.0,
1126811.0,112681_101,5.0,112681.0,1126811202.0,no,no,23.0,yes,no,1126811251.0,1126811220.0,1126811247.0,1126811251.0,1126811257.0,1126811247.0
1126811.0,112681_117,,112681.0,1126811221.0,no,no,,no,no,1126811259.0,1126811257.0,1126811258.0,1126811245.0,1126811253.0,1126811257.0
1126811.0,112681_143,5.0,112681.0,1126811225.0,no,yes,19.0,yes,no,1126811209.0,1126811211.0,1126811247.0,1126811251.0,1126811247.0,1126811211.0
1126811.0,112681_126,2.0,112681.0,1126811215.0,no,no,6.0,no,no,1126811256.0,1126811235.0,1126811202.0,1126811202.0,1126811251.0,1126811256.0
1126811.0,112681_132,5.0,112681.0,1126811227.0,yes,no,21.0,yes,no,1126811241.0,1126811245.0,1126811253.0,1126811245.0,1126811238.0,1126811257.0
1126811.0,112681_115,2.0,,1126811.0,yes,yes,13.0,no,no,,,,,,
1126811.0,112681_125,,112681.0,1126811252.0,no,no,,no,no,1126811250.0,1126811241.0,1126811247.0,1126811243.0,1126811258.0,1126811250.0
1126811.0,112681_102,,112681.0,1126811217.0,no,no,,no,no,1126811257.0,1126811240.0,1126811252.0,1126811245.0,1126811252.0,1126811257.0
1126811.0,112681_119,3.0,,1126811.0,yes,no,16.0,no,no,,,,,,
1126811.0,112681_170,6.0,,1126811.0,yes,yes,22.0,yes,yes,,,,,,
1126811.0,112681_116,6.0,112681.0,1126811241.0,yes,no,15.0,no,yes,1126811252.0,1126811256.0,1126811251.0,1126811252.0,1126811251.0,1126811202.0
1126811.0,112681_148,7.0,,1126811.0,yes,yes,18.0,yes,yes,,,,,,
1126811.0,112681_172,6.0,112681.0,1126811257.0,yes,yes,20.0,yes,yes,1126811245.0,1126811238.0,1126811227.0,1126811238.0,1126811245.0,1126811227.0
1126811.0,112681_114,,112681.0,1126811218.0,no,no,,no,no,1126811256.0,1126811255.0,1126811222.0,1126811255.0,1126811256.0,1126811227.0
1126811.0,112681_112,,112681.0,1126811248.0,no,no,,no,no,1126811207.0,1126811254.0,1126811246.0,1126811235.0,1126811245.0,1126811254.0
1126811.0,112681_150,,112681.0,1126811211.0,no,no,,no,no,1126811225.0,1126811247.0,1126811251.0,1126811202.0,1126811247.0,1126811251.0
1126811.0,112681_162,12.0,112681.0,1126811212.0,no,no,17.0,yes,yes,1126811220.0,1126811226.0,1126811242.0,1126811257.0,1126811251.0,1126811202.0
1126811.0,112681_145,3.0,112681.0,1126811231.0,yes,yes,13.0,no,no,1126811245.0,1126811252.0,1126811258.0,1126811245.0,1126811243.0,1126811258.0
1126811.0,112681_118,,,1126811.0,no,no,,no,no,,,,,,
1126811.0,112681_107,3.0,,1126811.0,no,no,8.0,no,no,,,,,,
1126811.0,112681_134,2.0,,1126811.0,no,yes,21.0,yes,no,,,,,,
1126811.0,112681_159,6.0,112681.0,1126811222.0,yes,yes,19.0,yes,yes,1126811247.0,1126811203.0,1126811234.0,1126811251.0,1126811247.0,1126811211.0
1126811.0,112681_600,,112681.0,1126811230.0,no,no,,no,no,1126811216.0,1126811228.0,1126811252.0,1126811236.0,1126811259.0,1126811228.0
1126821.0,112682_132,7.0,,1126821.0,no,yes,16.0,no,yes,,,,,,
1126821.0,112682_137,,,1126821.0,no,no,,no,no,,,,,,
1126821.0,112682_107,8.0,,1126821.0,yes,yes,13.0,no,yes,,,,,,
1126821.0,112682_136,10.0,112682.0,1126821316.0,no,no,17.0,yes,yes,1126821297.0,1126821265.0,1126821256.0,1126821297.0,1126821265.0,1126821256.0
1126821.0,112682_181,4.0,112682.0,1126821265.0,yes,yes,19.0,yes,no,1126821203.0,1126821218.0,1126821226.0,1126821202.0,1126821218.0,
1126821.0,112682_200,6.0,112682.0,1126821290.0,no,no,13.0,no,yes,1126821331.0,1126821322.0,,1126821331.0,1126821226.0,1126821210.0
1126821.0,112682_170,7.0,112682.0,1126821269.0,yes,yes,21.0,yes,yes,1126821202.0,1126821240.0,1126821279.0,1126821202.0,1126821260.0,1126821240.0
1126821.0,112682_153,4.0,112682.0,1126821308.0,no,yes,18.0,yes,no,1126821228.0,1126821311.0,1126821259.0,1126821225.0,1126821222.0,1126821294.0
1126821.0,112682_139,5.0,112682.0,1126821262.0,no,no,17.0,yes,no,1126821301.0,1126821310.0,1126821292.0,1126821310.0,1126821273.0,1126821302.0
1126821.0,112682_126,6.0,112682.0,1126821304.0,yes,yes,12.0,no,yes,1126821266.0,1126821206.0,1126821264.0,1126821264.0,1126821236.0,1126821270.0
1126821.0,112682_102,6.0,112682.0,1126821218.0,yes,no,14.0,no,yes,1126821203.0,1126821233.0,1126821256.0,1126821256.0,1126821226.0,1126821203.0
1126821.0,112682_173,3.0,112682.0,1126821301.0,yes,no,17.0,yes,no,1126821244.0,1126821311.0,1126821209.0,1126821212.0,1126821244.0,1126821227.0
1126821.0,112682_143,5.0,112682.0,1126821232.0,yes,yes,21.0,yes,no,1126821306.0,1126821249.0,1126821225.0,1126821225.0,1126821242.0,1126821306.0
1126821.0,112682_112,7.0,112682.0,1126821251.0,yes,yes,19.0,yes,yes,1126821265.0,1126821297.0,1126821316.0,1126821218.0,1126821203.0,1126821252.0
1126821.0,112682_182,6.0,112682.0,1126821303.0,no,no,14.0,no,yes,1126821217.0,1126821227.0,1126821327.0,1126821217.0,1126821293.0,1126821327.0
1126821.0,112682_125,5.0,112682.0,1126821270.0,no,no,14.0,no,no,1126821209.0,1126821296.0,1126821250.0,1126821217.0,1126821209.0,1126821250.0
1126821.0,112682_208,,112682.0,1126821219.0,no,no,,no,no,1126821286.0,1126821290.0,1126821331.0,1126821202.0,1126821292.0,1126821308.0
1126821.0,112682_180,8.0,112682.0,1126821293.0,yes,yes,23.0,yes,yes,1126821294.0,1126821303.0,1126821327.0,1126821294.0,1126821217.0,1126821327.0
1126821.0,112682_186,5.0,112682.0,1126821276.0,no,no,20.0,yes,no,1126821294.0,1126821225.0,1126821293.0,1126821225.0,1126821293.0,1126821294.0
1126821.0,112682_155,,,1126821.0,no,no,,no,no,,,,,,
1126821.0,112682_147,,112682.0,1126821296.0,no,no,,no,no,1126821209.0,1126821270.0,1126821264.0,1126821209.0,1126821250.0,1126821264.0
1126821.0,112682_152,6.0,112682.0,1126821207.0,no,no,21.0,yes,yes,1126821292.0,1126821262.0,1126821273.0,,1126821262.0,1126821302.0
1126821.0,112682_198,6.0,112682.0,1126821268.0,no,no,21.0,yes,yes,1126821224.0,1126821259.0,1126821332.0,1126821202.0,1126821259.0,1126821279.0
1126821.0,112682_194,5.0,,1126821.0,yes,yes,13.0,no,no,,,,,,
1126821.0,112682_192,3.0,112682.0,1126821240.0,yes,yes,16.0,no,no,1126821269.0,1126821202.0,1126821279.0,1126821202.0,1126821279.0,1126821269.0
1126821.0,112682_142,5.0,,1126821.0,yes,yes,19.0,yes,no,,,,,,
1126821.0,112682_128,,112682.0,1126821228.0,no,no,,no,no,1126821256.0,1126821257.0,1126821258.0,1126821218.0,1126821256.0,1126821257.0
1126821.0,112682_185,2.0,112682.0,1126821299.0,yes,no,16.0,no,no,1126821214.0,1126821249.0,1126821291.0,1126821202.0,1126821217.0,1126821294.0
1126821.0,112682_183,9.0,112682.0,1126821227.0,no,yes,21.0,yes,yes,1126821217.0,1126821303.0,1126821327.0,1126821217.0,1126821293.0,1126821294.0
1126821.0,112682_118,5.0,112682.0,1126821297.0,yes,yes,21.0,yes,no,1126821265.0,1126821316.0,1126821225.0,1126821203.0,1126821218.0,1126821252.0
1126821.0,112682_148,5.0,112682.0,1126821237.0,no,no,14.0,no,no,1126821266.0,1126821264.0,1126821229.0,1126821266.0,1126821264.0,1126821223.0
1126821.0,112682_120,5.0,112682.0,1126821321.0,no,no,12.0,no,no,1126821301.0,1126821243.0,1126821209.0,1126821212.0,1126821202.0,1126821209.0
1126821.0,112682_134,6.0,112682.0,1126821273.0,yes,yes,20.0,yes,yes,1126821262.0,1126821292.0,1126821207.0,1126821207.0,1126821262.0,1126821302.0
1126821.0,112682_113,,112682.0,1126821225.0,no,no,,no,no,1126821293.0,1126821208.0,1126821303.0,1126821303.0,1126821294.0,1126821327.0
1126821.0,112682_188,7.0,112682.0,1126821217.0,no,yes,20.0,yes,yes,1126821303.0,1126821227.0,1126821327.0,1126821294.0,1126821293.0,1126821202.0
1126821.0,112682_116,5.0,112682.0,1126821244.0,no,no,15.0,no,no,1126821301.0,1126821311.0,1126821209.0,1126821301.0,1126821305.0,1126821227.0
1126821.0,112682_110,,112682.0,1126821241.0,no,no,,no,no,1126821206.0,1126821317.0,1126821302.0,1126821202.0,1126821207.0,1126821222.0
1126821.0,112682_199,8.0,112682.0,1126821292.0,no,no,16.0,no,yes,1126821207.0,1126821262.0,1126821273.0,1126821207.0,1126821262.0,1126821302.0
1126821.0,112682_172,4.0,,1126821.0,no,yes,18.0,yes,no,,,,,,
1126821.0,112682_140,4.0,112682.0,1126821249.0,no,no,9.0,no,no,1126821232.0,1126821306.0,1126821225.0,1126821225.0,1126821232.0,1126821299.0
1126821.0,112682_156,3.0,112682.0,1126821209.0,no,yes,14.0,no,no,1126821270.0,1126821296.0,1126821264.0,1126821250.0,1126821270.0,1126821296.0
1126821.0,112682_161,1.0,112682.0,1126821223.0,no,no,15.0,no,no,1126821279.0,,1126821202.0,1126821202.0,1126821217.0,1126821293.0
1126821.0,112682_149,,112682.0,1126821224.0,no,no,,no,no,1126821259.0,1126821332.0,1126821268.0,1126821259.0,1126821332.0,1126821268.0
1126821.0,112682_151,,112682.0,1126821257.0,no,no,,no,no,1126821252.0,1126821256.0,1126821203.0,1126821256.0,1126821218.0,1126821252.0
1126821.0,112682_135,7.0,112682.0,1126821284.0,no,no,20.0,yes,yes,1126821294.0,1126821276.0,1126821280.0,1126821294.0,1126821293.0,1126821250.0
1126821.0,112682_175,8.0,112682.0,1126821229.0,no,no,17.0,yes,yes,1126821264.0,1126821298.0,1126821201.0,1126821264.0,1126821298.0,1126821201.0
1126821.0,112682_196,4.0,,1126821.0,yes,no,20.0,yes,no,,,,,,
1126821.0,112682_141,3.0,,1126821.0,no,no,17.0,yes,no,,,,,,
1126821.0,112682_190,5.0,112682.0,1126821226.0,yes,no,21.0,yes,no,1126821203.0,1126821252.0,1126821256.0,1126821202.0,1126821217.0,1126821252.0
1126821.0,112682_123,,112682.0,1126821332.0,no,no,,no,no,1126821224.0,1126821259.0,1126821268.0,1126821259.0,1126821224.0,1126821268.0
1126821.0,112682_164,4.0,112682.0,1126821261.0,no,no,10.0,no,no,1126821214.0,1126821276.0,1126821227.0,1126821299.0,1126821214.0,1126821227.0
1126821.0,112682_105,7.0,112682.0,1126821288.0,no,no,15.0,no,yes,1126821324.0,1126821318.0,1126821291.0,1126821299.0,1126821291.0,1126821277.0
1126821.0,112682_154,5.0,112682.0,1126821302.0,no,no,12.0,no,no,1126821263.0,1126821310.0,1126821273.0,1126821225.0,1126821294.0,1126821284.0
1126821.0,112682_130,8.0,,1126821.0,yes,yes,23.0,yes,yes,,,,,,
1126821.0,112682_165,,112682.0,1126821255.0,no,no,,no,no,1126821226.0,1126821303.0,1126821293.0,1126821226.0,1126821303.0,1126821217.0
1126821.0,112682_144,,112682.0,1126821201.0,no,no,,no,no,1126821264.0,1126821298.0,1126821237.0,1126821206.0,1126821298.0,1126821296.0
1126821.0,112682_111,3.0,,1126821.0,no,no,17.0,yes,no,,,,,,
1126821.0,112682_114,,,1126821.0,no,no,,no,no,,,,,,
1126821.0,112682_150,7.0,,1126821.0,no,no,10.0,no,yes,,,,,,
1126821.0,112682_174,4.0,112682.0,1126821260.0,no,yes,15.0,no,no,1126821202.0,1126821240.0,1126821269.0,1126821202.0,1126821279.0,1126821269.0
1126821.0,112682_124,,112682.0,1126821250.0,no,no,,no,no,1126821202.0,1126821279.0,1126821217.0,1126821202.0,1126821294.0,1126821279.0
1126821.0,112682_193,5.0,,1126821.0,yes,yes,22.0,yes,no,,,,,,
1126821.0,112682_189,3.0,112682.0,1126821212.0,yes,no,17.0,yes,no,1126821252.0,1126821301.0,1126821305.0,1126821201.0,1126821252.0,1126821279.0
1126821.0,112682_178,5.0,112682.0,1126821252.0,no,yes,22.0,yes,no,1126821256.0,1126821257.0,1126821226.0,1126821226.0,1126821256.0,1126821257.0
1126821.0,112682_158,7.0,112682.0,1126821246.0,yes,no,15.0,no,yes,1126821238.0,1126821228.0,1126821331.0,1126821219.0,1126821298.0,1126821307.0
1126821.0,112682_146,7.0,112682.0,1126821202.0,no,yes,24.0,yes,yes,1126821260.0,1126821279.0,1126821315.0,1126821279.0,1126821294.0,
1126821.0,112682_162,6.0,112682.0,1126821305.0,no,yes,23.0,yes,yes,1126821244.0,1126821212.0,1126821301.0,1126821244.0,1126821212.0,1126821301.0
1126821.0,112682_203,,112682.0,1126821203.0,no,no,,no,no,1126821218.0,1126821257.0,1126821233.0,1126821218.0,1126821256.0,1126821233.0
1126821.0,112682_145,4.0,112682.0,1126821206.0,yes,no,8.0,no,no,1126821266.0,1126821264.0,1126821229.0,1126821229.0,1126821266.0,
1126821.0,112682_117,7.0,,1126821.0,no,yes,15.0,no,yes,,,,,,
1126821.0,112682_129,5.0,112682.0,1126821328.0,no,no,12.0,no,no,1126821258.0,1126821292.0,1126821307.0,1126821258.0,1126821256.0,1126821306.0
1126821.0,112682_168,3.0,112682.0,1126821311.0,yes,yes,19.0,yes,no,1126821228.0,1126821308.0,1126821283.0,1126821202.0,1126821279.0,1126821294.0
1126821.0,112682_166,,112682.0,1126821208.0,no,no,,no,no,1126821225.0,1126821294.0,1126821293.0,1126821217.0,1126821225.0,1126821294.0
1126821.0,112682_160,5.0,112682.0,1126821279.0,no,yes,14.0,no,no,1126821202.0,1126821269.0,1126821250.0,1126821202.0,1126821269.0,1126821327.0
1126821.0,112682_602,,,1126821.0,no,no,,no,no,,,,,,
1126821.0,112682_191,6.0,,1126821.0,no,no,22.0,yes,yes,,,,,,
1126821.0,112682_195,4.0,112682.0,1126821317.0,no,no,13.0,no,no,1126821206.0,1126821214.0,1126821241.0,1126821240.0,1126821231.0,1126821243.0
1126821.0,112682_106,4.0,,1126821.0,no,no,7.0,no,no,,,,,,
1126821.0,112682_138,6.0,112682.0,1126821315.0,no,no,17.0,yes,yes,1126821202.0,1126821256.0,1126821310.0,1126821217.0,1126821202.0,1126821294.0
1126821.0,112682_122,4.0,112682.0,1126821211.0,no,no,12.0,no,no,1126821223.0,1126821251.0,1126821321.0,1126821225.0,1126821202.0,1126821327.0
1126821.0,112682_157,5.0,112682.0,1126821327.0,no,yes,21.0,yes,no,1126821217.0,1126821227.0,1126821303.0,1126821217.0,1126821293.0,1126821294.0
1126821.0,112682_179,4.0,112682.0,1126821256.0,no,no,19.0,yes,no,1126821252.0,1126821257.0,1126821218.0,1126821252.0,1126821218.0,1126821257.0
1126821.0,112682_187,,112682.0,1126821259.0,no,no,,no,no,1126821224.0,1126821332.0,1126821330.0,1126821217.0,1126821224.0,1126821332.0
1126821.0,112682_167,6.0,112682.0,1126821264.0,yes,yes,16.0,no,yes,1126821266.0,1126821298.0,1126821205.0,1126821229.0,1126821298.0,1126821256.0
1126821.0,112682_177,,,1126821.0,no,no,,no,no,,,,,,
1126821.0,112682_159,4.0,,1126821.0,no,yes,17.0,yes,no,,,,,,
1126821.0,112682_121,4.0,112682.0,1126821266.0,yes,yes,16.0,no,no,1126821264.0,1126821206.0,1126821229.0,1126821264.0,1126821231.0,1126821223.0
1126821.0,112682_176,6.0,,1126821.0,yes,no,19.0,yes,yes,,,,,,
1126821.0,112682_606,,,1126821.0,no,no,,no,no,,,,,,
1126841.0,112684_140,6.0,112684.0,1126841245.0,yes,yes,20.0,yes,yes,1126841264.0,1126841221.0,1126841229.0,1126841221.0,1126841264.0,1126841227.0
1126841.0,112684_146,6.0,,1126841.0,yes,yes,23.0,yes,yes,,,,,,
1126841.0,112684_132,5.0,112684.0,1126841258.0,yes,yes,17.0,yes,no,1126841254.0,1126841249.0,1126841255.0,1126841211.0,1126841249.0,1126841227.0
1126841.0,112684_120,4.0,112684.0,1126841229.0,yes,yes,12.0,no,no,1126841249.0,1126841245.0,1126841240.0,1126841249.0,1126841221.0,1126841245.0
1126841.0,112684_102,3.0,,1126841.0,yes,no,17.0,yes,no,,,,,,
1126841.0,112684_143,4.0,112684.0,1126841251.0,yes,yes,17.0,yes,no,1126841228.0,1126841231.0,1126841225.0,1126841246.0,1126841247.0,1126841253.0
1126841.0,112684_154,,,1126841.0,no,no,,no,no,,,,,,
1126841.0,112684_110,,112684.0,1126841265.0,no,no,,no,no,1126841261.0,1126841266.0,1126841241.0,1126841241.0,1126841269.0,1126841247.0
1126841.0,112684_119,2.0,112684.0,1126841211.0,no,no,9.0,no,no,1126841221.0,1126841245.0,1126841228.0,1126841221.0,1126841220.0,1126841243.0
1126841.0,112684_130,6.0,112684.0,1126841269.0,yes,yes,13.0,no,yes,1126841247.0,1126841239.0,1126841241.0,1126841247.0,1126841241.0,1126841261.0
1126841.0,112684_126,8.0,112684.0,1126841260.0,yes,yes,20.0,yes,yes,1126841250.0,1126841238.0,1126841246.0,1126841238.0,1126841250.0,1126841266.0
1126841.0,112684_118,9.0,112684.0,1126841247.0,yes,no,23.0,yes,yes,1126841269.0,1126841250.0,1126841241.0,1126841261.0,1126841269.0,1126841250.0
1126841.0,112684_105,3.0,112684.0,1126841264.0,yes,no,16.0,no,no,1126841246.0,1126841229.0,1126841227.0,1126841221.0,1126841245.0,1126841227.0
1126841.0,112684_159,12.0,112684.0,1126841234.0,no,yes,22.0,yes,yes,1126841227.0,1126841221.0,1126841211.0,1126841221.0,1126841227.0,1126841211.0
1126841.0,112684_128,6.0,112684.0,1126841231.0,no,no,19.0,yes,yes,1126841225.0,1126841246.0,1126841234.0,1126841246.0,1126841225.0,1126841228.0
1126841.0,112684_145,5.0,112684.0,1126841228.0,yes,yes,20.0,yes,no,1126841248.0,1126841233.0,1126841232.0,1126841233.0,1126841245.0,1126841232.0
1126841.0,112684_141,,112684.0,1126841261.0,no,no,,no,no,1126841262.0,1126841241.0,1126841214.0,1126841241.0,1126841262.0,1126841214.0
1126841.0,112684_136,,112684.0,1126841253.0,no,no,,no,no,1126841251.0,1126841248.0,1126841231.0,1126841250.0,1126841244.0,1126841225.0
1126841.0,112684_112,3.0,112684.0,1126841263.0,yes,no,14.0,no,no,1126841248.0,1126841228.0,1126841232.0,1126841233.0,1126841228.0,1126841266.0
1126841.0,112684_144,,112684.0,1126841239.0,no,no,,no,no,1126841247.0,1126841269.0,1126841262.0,1126841269.0,1126841247.0,1126841261.0
1126841.0,112684_121,4.0,112684.0,1126841233.0,no,no,10.0,no,no,1126841228.0,1126841232.0,1126841231.0,1126841225.0,1126841241.0,1126841228.0
