s_merge_id,classroom_id,student_id,friend_1,friend_2,friend_3,support_1,support_2,support_3,el_sitting_cm1,el_sitting_cm2,el_sitting_cm3,el_sitting_cm4,el_sitting_cm5,el_sitting_cm6,el_sitting_cm7,el_sitting_cm8,el_group_pn1,el_group_pn2,el_group_pn3,el_group_pn4,el_group_pn5,el_group_pn6,el_group_pn7,el_group_pn8,el_religion,treatment,subdistrict,girls_school,bl_batch,el_best_tl,el_leader_yn,el,isolated_out_s,isolated_out_f,el_cohort2_cmsize,el_student_id,group_id_g6,bs_male,fs_student_id,academic_1,academic_2,academic_3,emot_1,emot_2,emot_3,isolated_friend_in,isolated_support_in,isolated_friend_out,isolated_support_out
112820_122,1128201,1128201122,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Shibpur Upazila,no,Grade 6,no,No,no,,,89,122,,no,,,,,,,,1,1,1,1
112539_601,1125391,1125391601,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Belabo Upazila,yes,,no,No,no,,,75,601,,no,,,,,,,,1,1,1,1
112549_600,1125491,1125491600,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Belabo Upazila,no,,no,No,no,,,97,600,,yes,,,,,,,,1,1,1,1
112620_153,1126201,1126201153,1126201154.0,1126201160.0,1126201144.0,1126201154.0,1126201157.0,1126201159.0,1126201154.0,1126201160.0,1126201159.0,1126201165.0,1126201144.0,1126201149.0,1126201162.0,1126201166.0,,,,,,,,,Muslim,control,Monohardi Upazila,no,Grade 6,no,No,yes,0.0,0.0,120,153,,yes,,,,,,,,0,0,0,0
112675_273,1126752,1126752273,1126752259.0,,,1126752106.0,1126752249.0,,1126752231.0,1126752106.0,1126752259.0,1126752249.0,1126752292.0,1126752207.0,1126752226.0,,,,,,,,,,Muslim,control,Narsingdi Sadar Upazila,no,Grade 6,no,No,yes,0.0,0.0,57,273,,no,,,,,,,,0,0,0,0
112734_607,1127341,1127341607,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Palash Upazila,no,,no,No,no,,,97,607,,yes,,,,,,,,1,1,1,1
112849_125,1128491,1128491125,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Shibpur Upazila,yes,,no,No,no,,,47,125,,no,,,,,,,,1,1,1,1
112789_223,1127891,1127891223,1127891224.0,1127891215.0,1127891199.0,1127891224.0,1127891215.0,1127891114.0,1127891224.0,1127891215.0,1127891115.0,1127891199.0,1127891184.0,1127891114.0,1127891192.0,1127891211.0,,,,,,,,,Muslim,control,Raipura Upazila,yes,,no,No,yes,0.0,0.0,81,223,,no,,,,,,,,0,0,0,0
112792_106,1127921,1127921106,1127921116.0,1127921111.0,1127921171.0,1127921171.0,1127921111.0,1127921108.0,1127921111.0,1127921171.0,1127921108.0,1127921176.0,,,,,1127921171.0,,1127921154.0,1127921150.0,1127921178.0,1127921149.0,1127921501.0,1127921111.0,Muslim,treatment,Raipura Upazila,no,,no,Yes,yes,0.0,0.0,96,106,,no,,,,,,,,0,0,0,0
112594_185,1125941,1125941185,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Monohardi Upazila,no,,no,No,no,,,86,185,2.0,no,,,,,,,,1,1,1,1
112747_107,1127471,1127471107,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Palash Upazila,no,,no,No,no,,,51,107,,yes,,,,,,,,1,1,1,1
112776_192,1127762,1127762192,1127762134.0,1127762141.0,1127762156.0,1127762165.0,1127762141.0,1127762134.0,1127762107.0,1127762103.0,1127762149.0,1127762163.0,1127762184.0,1127762146.0,1127762147.0,,1127762107.0,1127762103.0,1127762149.0,1127762163.0,1127762184.0,1127762146.0,1127762147.0,,Muslim,treatment,Raipura Upazila,no,Grade 6,no,Yes,yes,0.0,0.0,115,192,3.0,no,,,,,,,,1,0,0,0
112773_605,1127731,1127731605,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Raipura Upazila,no,,no,No,no,,,135,605,,no,,,,,,,,1,1,1,1
112776_1031,1127762,1127762031,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Raipura Upazila,no,,no,No,no,,,115,31,,no,,,,,,,,1,1,1,1
112544_139,1125441,1125441139,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Belabo Upazila,no,Grade 6,no,No,no,,,76,139,3.0,no,,,,,,,,1,0,1,1
112785_1006,1127851,1127851006,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Raipura Upazila,no,,no,No,no,,,120,6,,yes,,,,,,,,1,1,1,1
112723_110,1127231,1127231110,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Palash Upazila,no,Grade 7,no,No,no,,,92,110,,yes,,,,,,,,1,1,1,1
112584_129,1125841,1125841129,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Monohardi Upazila,no,Grade 6,no,No,no,,,104,129,,yes,,,,,,,,1,1,1,1
112545_332,1125451,1125451332,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Belabo Upazila,no,Grade 6,no,No,no,,,110,332,,no,,,,,,,,1,1,1,1
112776_127,1127762,1127762127,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Raipura Upazila,no,,no,No,no,,,115,127,,no,,,,,,,,0,0,1,1
112830_139,1128301,1128301139,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Shibpur Upazila,no,Grade 6,no,No,no,,,112,139,,no,,,,,,,,1,0,1,1
112675_127,1126752,1126752127,1126752179.0,1126752200.0,1126752167.0,1126752153.0,1126752167.0,1126752201.0,1126752201.0,1126752194.0,,,,,,,,,,,,,,,Muslim,control,Narsingdi Sadar Upazila,no,Grade 7,no,No,yes,0.0,0.0,57,127,,no,,,,,,,,1,1,0,0
135318_708,1353181,1353181708,1353181139.0,1353181118.0,1353181122.0,1353181111.0,1353181107.0,1353181106.0,1353181122.0,1353181110.0,1353181107.0,1353181105.0,1353181139.0,,,,,,,,,,,,Muslim,control,Narsingdi Sadar Upazila,no,Grade 6,no,No,yes,0.0,0.0,61,708,,no,,,,,,,,0,1,0,0
112743_199,1127431,1127431199,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Palash Upazila,no,,no,No,no,,,90,199,,yes,,,,,,,,1,1,1,1
112789_180,1127891,1127891180,1127891150.0,1127891198.0,1127891204.0,1127891150.0,1127891119.0,1127891198.0,1127891150.0,1127891198.0,1127891119.0,1127891133.0,,,,,,,,,,,,,Muslim,control,Raipura Upazila,yes,Grade 6,no,No,yes,0.0,0.0,81,180,,no,,,,,,,,1,1,0,0
134119_603,1341191,1341191603,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Raipura Upazila,no,,no,No,no,,,92,603,,yes,,,,,,,,1,1,1,1
112790_148,1127901,1127901148,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Raipura Upazila,no,,no,No,no,,,197,148,4.0,yes,,,,,,,,0,0,1,1
112624_132,1126241,1126241132,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Monohardi Upazila,no,,no,No,no,,,104,132,,yes,,,,,,,,0,0,1,1
112789_1027,1127891,1127891027,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Raipura Upazila,yes,,no,No,no,,,81,27,,no,,,,,,,,1,1,1,1
112802_154,1128021,1128021154,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Raipura Upazila,no,Grade 6,no,No,no,,,81,154,,yes,,,,,,,,1,0,1,1
112858_157,1128581,1128581157,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Shibpur Upazila,no,Grade 7,no,No,no,,,47,157,,yes,,,,,,,,1,1,1,1
112776_1017,1127762,1127762017,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Raipura Upazila,no,,no,No,no,,,115,17,,no,,,,,,,,1,1,1,1
112792_102,1127921,1127921102,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Raipura Upazila,no,,no,No,no,,,96,102,7.0,no,,,,,,,,1,1,1,1
112792_187,1127921,1127921187,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Raipura Upazila,no,,no,No,no,,,96,187,,no,,,,,,,,1,0,1,1
112620_109,1126201,1126201109,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Monohardi Upazila,no,,no,No,no,,,120,109,,yes,,,,,,,,1,1,1,1
112695_163,1126951,1126951163,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Narsingdi Sadar Upazila,yes,Grade 6,no,No,no,,,113,163,,no,,,,,,,,1,1,1,1
112663_114,1126631,1126631114,1126631119.0,1126631132.0,,1126631158.0,1126631179.0,,1126631132.0,1126631172.0,1126631174.0,1126631151.0,1126631148.0,1126631125.0,1126631124.0,1126631121.0,,,,,,,,,Muslim,control,Narsingdi Sadar Upazila,no,Grade 6,no,No,yes,0.0,0.0,85,114,,no,,,,,,,,0,0,0,0
112776_114,1127762,1127762114,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Raipura Upazila,no,,no,No,no,,,115,114,4.0,no,,,,,,,,1,1,1,1
112545_162,1125451,1125451162,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Belabo Upazila,no,,no,No,no,,,110,162,,no,,,,,,,,1,1,1,1
112790_315,1127901,1127901315,1127901206.0,1127901143.0,,1127901206.0,1127901204.0,1127901143.0,1127901269.0,1127901204.0,1127901124.0,1127901143.0,1127901274.0,1127901234.0,,,1127901245.0,1127901297.0,1127901249.0,1127901232.0,1127901225.0,1127901173.0,1127901174.0,,Muslim,treatment,Raipura Upazila,no,Grade 7,no,Yes,yes,0.0,0.0,197,315,,no,,,,,,,,1,1,0,0
112666_116,1126663,1126663116,1126663222.0,1126663224.0,1126663226.0,1126663328.0,1126663224.0,1126663226.0,1126663210.0,1126663220.0,1126663230.0,1126663240.0,1126663250.0,1126663260.0,1126663270.0,1126663280.0,,,,,,,,,Muslim,control,Narsingdi Sadar Upazila,no,,no,No,yes,0.0,0.0,67,116,,yes,,,,,,,,1,0,0,0
112776_195,1127762,1127762195,1127762103.0,1127762107.0,1127762168.0,1127762162.0,1127762163.0,1127762185.0,1127762204.0,1127762207.0,1127762176.0,1127762145.0,1127762151.0,1127762182.0,1127762136.0,1127762137.0,1127762136.0,1127762137.0,1127762151.0,1127762176.0,1127762182.0,1127762204.0,1127762207.0,1127762128.0,Muslim,treatment,Raipura Upazila,no,Grade 6,no,Yes,yes,0.0,0.0,115,195,3.0,no,,,,,,,,1,1,0,0
112850_110,1128501,1128501110,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Shibpur Upazila,yes,,no,No,no,,,49,110,,no,,,,,,,,1,1,1,1
112791_102,1127911,1127911102,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Raipura Upazila,no,,no,No,no,,,112,102,,yes,,,,,,,,1,1,1,1
112835_138,1128352,1128352138,1128352142.0,1128352140.0,1128352204.0,1128352142.0,1128352204.0,1128352140.0,1128352204.0,1128352107.0,1128352199.0,1128352142.0,1128352140.0,1128352111.0,1128352135.0,1128352110.0,1128352111.0,1128352107.0,1128352199.0,1128352204.0,1128352143.0,,1128352134.0,,Muslim,treatment,Shibpur Upazila,no,Grade 7,no,Yes,yes,0.0,0.0,115,138,,yes,,,,,,,,0,0,0,0
112776_159,1127762,1127762159,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Raipura Upazila,no,Grade 6,no,No,no,,,115,159,,no,,,,,,,,1,0,1,1
134630_117,1346301,1346301117,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Belabo Upazila,no,,no,No,no,,,84,117,,yes,,,,,,,,1,1,1,1
134119_182,1341191,1341191182,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Raipura Upazila,no,Grade 6,no,No,no,,,92,182,,yes,,,,,,,,1,1,1,1
112789_1012,1127891,1127891012,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Raipura Upazila,yes,,no,No,no,,,81,12,,no,,,,,,,,1,1,1,1
112776_126,1127762,1127762126,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Raipura Upazila,no,,no,No,no,,,115,126,,no,,,,,,,,1,1,1,1
112607_148,1126071,1126071148,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Monohardi Upazila,yes,,no,No,no,,,51,148,,no,,,,,,,,1,1,1,1
112772_193,1127721,1127721193,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Raipura Upazila,no,,no,No,no,,,96,193,,no,,,,,,,,1,1,1,1
112671_298,1126712,1126712298,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Narsingdi Sadar Upazila,no,Grade 7,no,No,no,,,114,298,,yes,,,,,,,,1,1,1,1
133870_122,1338701,1338701122,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Belabo Upazila,no,,no,No,no,,,69,122,,yes,,,,,,,,0,1,1,1
112543_606,1125431,1125431606,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Belabo Upazila,no,,no,No,no,,,77,606,,no,,,,,,,,1,1,1,1
112734_102,1127341,1127341102,1127341106.0,1127341104.0,1127341140.0,1127341140.0,1127341106.0,1127341104.0,1127341104.0,1127341106.0,1127341140.0,1127341152.0,1127341148.0,1127341151.0,1127341108.0,,,,,,,,,,Muslim,control,Palash Upazila,no,,no,No,yes,0.0,0.0,97,102,,no,,,,,,,,0,0,0,0
112549_184,1125491,1125491184,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Belabo Upazila,no,,no,No,no,,,97,184,,yes,,,,,,,,1,1,1,1
112540_314,1125403,1125403314,1125403322.0,1125403167.0,1125403339.0,1125403322.0,1125403167.0,1125403339.0,1125403322.0,1125403339.0,1125403332.0,1125403232.0,1125403162.0,1125403323.0,1125403311.0,1125403111.0,1125403322.0,1125403339.0,1125403332.0,1125403232.0,1125403162.0,1125403323.0,1125403311.0,1125403111.0,Non-muslim,treatment,Belabo Upazila,no,Grade 7,no,No,yes,0.0,0.0,74,314,,no,,,,,,,,1,0,0,0
112597_140,1125971,1125971140,1125971125.0,1125971141.0,1125971136.0,1125971141.0,1125971136.0,1125971125.0,1125971141.0,1125971136.0,1125971125.0,,,,,,1125971141.0,1125971125.0,1125971121.0,1125971132.0,1125971135.0,1125971105.0,,,Muslim,treatment,Monohardi Upazila,no,Grade 6,no,Yes,yes,0.0,0.0,58,140,2.0,no,,,,,,,,0,0,0,0
112667_237,1126671,1126671237,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Narsingdi Sadar Upazila,no,,no,No,no,,,153,237,,yes,,,,,,,,1,1,1,1
112794_174,1127941,1127941174,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Raipura Upazila,no,Grade 6,no,No,no,,,106,174,,yes,,,,,,,,1,1,1,1
112730_108,1127301,1127301108,1127301143.0,1127301155.0,1127301175.0,1127301198.0,1127301194.0,1127301163.0,1127301198.0,1127301194.0,1127301163.0,1127301193.0,1127301188.0,1127301180.0,1127301179.0,1127301173.0,,,,,,,,,Muslim,control,Palash Upazila,no,Grade 6,no,No,yes,0.0,0.0,115,108,,yes,,,,,,,,1,1,0,0
112800_200,1128001,1128001200,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Raipura Upazila,no,Grade 6,no,No,no,,,146,200,,no,,,,,,,,1,0,1,1
112680_172,1126801,1126801172,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Narsingdi Sadar Upazila,no,,no,No,no,,,63,172,2.0,no,,,,,,,,1,1,1,1
112764_114,1127642,1127642114,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Raipura Upazila,no,Grade 7,no,No,no,,,124,114,,no,,,,,,,,0,0,1,1
112726_207,1127261,1127261207,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Palash Upazila,no,Grade 6,no,No,no,,,135,207,5.0,no,,,,,,,,1,1,1,1
112826_185,1128261,1128261185,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Shibpur Upazila,no,Grade 6,no,No,no,,,87,185,7.0,no,,,,,,,,1,1,1,1
112800_168,1128001,1128001168,1128001189.0,1128001106.0,1128001178.0,1128001129.0,1128001169.0,1128001188.0,1128001188.0,1128001169.0,1128001167.0,1128001157.0,1128001154.0,1128001142.0,1128001134.0,1128001122.0,,,,,,,,,Muslim,control,Raipura Upazila,no,Grade 6,no,No,yes,0.0,0.0,146,168,,yes,,,,,,,,0,0,0,0
112772_145,1127721,1127721145,1127721139.0,1127721181.0,1127721122.0,1127721153.0,1127721116.0,1127721142.0,1127721166.0,1127721163.0,1127721160.0,1127721159.0,1127721156.0,1127721189.0,1127721185.0,1127721111.0,,,,,,,,,Muslim,control,Raipura Upazila,no,Grade 6,no,No,yes,0.0,0.0,96,145,,no,,,,,,,,0,1,0,0
112786_706,1127862,1127862706,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Raipura Upazila,no,Grade 6,no,No,no,,,27,706,,no,,,,,,,,0,0,1,1
112582_132,1125821,1125821132,1125821116.0,1125821143.0,1125821120.0,1125821120.0,1125821116.0,1125821121.0,1125821116.0,1125821120.0,1125821137.0,1125821143.0,1125821102.0,1125821123.0,1125821147.0,1125821139.0,1125821147.0,1125821171.0,1125821143.0,1125821127.0,1125821119.0,1125821111.0,1125821163.0,,Muslim,treatment,Monohardi Upazila,no,Grade 6,no,Yes,yes,0.0,0.0,72,132,6.0,no,,,,,,,,0,0,0,0
112773_609,1127731,1127731609,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Raipura Upazila,no,,no,No,no,,,135,609,,yes,,,,,,,,1,1,1,1
112726_240,1127261,1127261240,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Palash Upazila,no,,no,No,no,,,135,240,2.0,no,,,,,,,,1,1,1,1
112776_102,1127762,1127762102,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Raipura Upazila,no,Grade 6,no,No,no,,,115,102,3.0,no,,,,,,,,1,1,1,1
112776_142,1127762,1127762142,1127762123.0,1127762140.0,1127762181.0,1127762156.0,1127762163.0,1127762180.0,1127762112.0,1127762178.0,1127762177.0,1127762145.0,1127762122.0,1127762169.0,1127762164.0,1127762165.0,1127762112.0,1127762122.0,1127762144.0,1127762143.0,1127762178.0,1127762170.0,1127762171.0,1127762169.0,Muslim,treatment,Raipura Upazila,no,Grade 6,no,No,yes,0.0,0.0,115,142,,no,,,,,,,,1,1,0,0
112594_164,1125941,1125941164,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Monohardi Upazila,no,,no,No,no,,,86,164,,yes,,,,,,,,1,1,1,1
112677_148,1126771,1126771148,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Narsingdi Sadar Upazila,no,,no,No,no,,,60,148,2.0,yes,,,,,,,,1,1,1,1
112545_129,1125452,1125452129,1125452260.0,1125452242.0,1125452135.0,1125452260.0,1125452242.0,1125452135.0,1125452101.0,1125452121.0,1125452223.0,1125452253.0,1125452506.0,1125452127.0,1125452126.0,1125452130.0,1125452101.0,1125452124.0,1125452130.0,1125452223.0,1125452254.0,,,,Muslim,treatment,Belabo Upazila,no,,no,Yes,yes,0.0,0.0,104,129,,no,,,,,,,,0,0,0,0
112666_118,1126664,1126664118,1126664346.0,1126664133.0,1126664233.0,1126664346.0,1126664290.0,1126664256.0,1126664178.0,1126664233.0,1126664199.0,1126664189.0,1126664147.0,,,,,,,,,,,,Muslim,control,Narsingdi Sadar Upazila,no,,no,No,yes,0.0,0.0,67,118,,no,,,,,,,,1,1,0,0
112624_193,1126241,1126241193,1126241129.0,1126241128.0,1126241189.0,1126241129.0,1126241141.0,1126241128.0,1126241129.0,1126241128.0,1126241189.0,1126241102.0,1126241137.0,1126241119.0,1126241141.0,1126241105.0,,,,,,,,,Muslim,control,Monohardi Upazila,no,Grade 6,no,No,yes,0.0,0.0,104,193,,no,,,,,,,,1,1,0,0
112609_154,1126091,1126091154,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Monohardi Upazila,no,,no,No,no,,,88,154,,yes,,,,,,,,1,0,1,1
112623_615,1126231,1126231615,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Monohardi Upazila,no,,no,No,no,,,106,615,,yes,,,,,,,,1,1,1,1
112789_609,1127891,1127891609,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Raipura Upazila,yes,,no,No,no,,,81,609,,no,,,,,,,,1,1,1,1
112790_288,1127901,1127901288,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Raipura Upazila,no,,no,No,no,,,197,288,8.0,yes,,,,,,,,1,1,1,1
112798_102,1127981,1127981102,1127981105.0,1127981104.0,,1127981121.0,1127981124.0,1127981104.0,1127981121.0,1127981105.0,1127981104.0,1127981111.0,1127981141.0,1127981150.0,1127981101.0,1127981127.0,1127981101.0,1127981169.0,1127981163.0,1127981138.0,1127981152.0,,,,Muslim,treatment,Raipura Upazila,yes,Grade 6,no,Yes,yes,0.0,0.0,64,102,2.0,no,,,,,,,,0,0,0,0
134119_173,1341191,1341191173,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Raipura Upazila,no,Grade 6,no,No,no,,,92,173,,yes,,,,,,,,1,1,1,1
112789_158,1127892,1127892158,1127892137.0,1127892204.0,1127892126.0,1127892137.0,1127892204.0,1127892126.0,1127892159.0,1127892150.0,1127892204.0,1127892143.0,1127892134.0,1127892131.0,1127892198.0,1127892119.0,,,,,,,,,Muslim,control,Raipura Upazila,yes,,no,No,yes,0.0,0.0,57,158,,no,,,,,,,,0,0,0,0
112597_157,1125971,1125971157,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Monohardi Upazila,no,,no,No,no,,,58,157,,yes,,,,,,,,1,1,1,1
112671_471,1126711,1126711471,1126711116.0,1126711253.0,1126711238.0,1126711423.0,1126711307.0,1126711123.0,1126711307.0,1126711452.0,1126711160.0,1126711345.0,1126711383.0,1126711108.0,,,1126711160.0,1126711345.0,1126711452.0,,1126711108.0,1126711383.0,,,Muslim,treatment,Narsingdi Sadar Upazila,no,Grade 6,no,No,yes,0.0,0.0,114,471,9.0,yes,,,,,,,,1,1,0,0
112835_145,1128351,1128351145,1128351141.0,,,1128351141.0,,,1128351141.0,1128351147.0,1128351152.0,1128351164.0,1128351182.0,,,,,1128351140.0,1128351129.0,,,,,,Muslim,treatment,Shibpur Upazila,no,Grade 6,no,Yes,yes,0.0,0.0,115,145,,yes,,,,,,,,0,0,0,0
112584_601,1125841,1125841601,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Monohardi Upazila,no,,no,No,no,,,104,601,,no,,,,,,,,1,1,1,1
112773_610,1127731,1127731610,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Raipura Upazila,no,,no,No,no,,,135,610,,yes,,,,,,,,1,1,1,1
112773_103,1127731,1127731103,1127731209.0,1127731131.0,1127731127.0,1127731209.0,1127731131.0,1127731127.0,1127731209.0,1127731131.0,1127731127.0,,,,,,,,,,,,,,Muslim,control,Raipura Upazila,no,,no,No,yes,0.0,0.0,135,103,,yes,,,,,,,,0,1,0,0
112794_182,1127941,1127941182,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Raipura Upazila,no,Grade 6,no,No,no,,,106,182,,yes,,,,,,,,0,1,1,1
112855_124,1128551,1128551124,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Shibpur Upazila,no,Grade 6,no,No,no,,,65,124,,no,,,,,,,,1,1,1,1
112765_173,1127651,1127651173,1127651216.0,1127651181.0,1127651268.0,1127651216.0,1127651181.0,1127651189.0,1127651183.0,1127651178.0,1127651135.0,1127651145.0,1127651199.0,1127651200.0,1127651192.0,,1127651216.0,1127651191.0,1127651178.0,1127651205.0,1127651149.0,1127651188.0,1127651109.0,,Muslim,treatment,Raipura Upazila,no,,no,Yes,yes,0.0,0.0,145,173,1.0,no,,,,,,,,0,0,0,0
112677_106,1126771,1126771106,1126771105.0,1126771118.0,1126771113.0,1126771113.0,1126771105.0,1126771118.0,1126771105.0,1126771113.0,1126771118.0,1126771140.0,1126771127.0,1126771156.0,1126771114.0,1126771129.0,1126771132.0,1126771137.0,1126771121.0,1126771101.0,1126771129.0,1126771116.0,1126771114.0,,Muslim,treatment,Narsingdi Sadar Upazila,no,Grade 7,no,Yes,yes,0.0,0.0,60,106,,yes,,,,,,,,0,0,0,0
112789_233,1127892,1127892233,1127892105.0,1127892231.0,1127892228.0,1127892105.0,1127892231.0,1127892228.0,1127892207.0,1127892186.0,1127892197.0,,,,,,,,,,,,,,Muslim,control,Raipura Upazila,yes,,no,No,yes,0.0,0.0,57,233,,no,,,,,,,,0,0,0,0
112723_358,1127233,1127233358,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Palash Upazila,no,Grade 7,no,No,no,,,76,358,,yes,,,,,,,,1,1,1,1
112545_334,1125451,1125451334,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Belabo Upazila,no,,no,No,no,,,110,334,,no,,,,,,,,1,1,1,1
112765_176,1127651,1127651176,1127651200.0,1127651177.0,1127651129.0,1127651200.0,1127651121.0,1127651177.0,1127651121.0,1127651177.0,1127651129.0,1127651156.0,1127651197.0,1127651159.0,1127651157.0,1127651106.0,1127651121.0,1127651177.0,1127651129.0,1127651106.0,1127651156.0,1127651197.0,,1127651198.0,Muslim,treatment,Raipura Upazila,no,,no,Yes,yes,0.0,0.0,145,176,2.0,yes,,,,,,,,0,0,0,0
112734_612,1127341,1127341612,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Palash Upazila,no,,no,No,no,,,97,612,,yes,,,,,,,,1,1,1,1
112791_605,1127911,1127911605,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Raipura Upazila,no,,no,No,no,,,112,605,,no,,,,,,,,1,1,1,1
112545_328,1125451,1125451328,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Belabo Upazila,no,,no,No,no,,,110,328,,yes,,,,,,,,1,1,1,1
112773_205,1127731,1127731205,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Raipura Upazila,no,,no,No,no,,,135,205,,yes,,,,,,,,1,1,1,1
112736_125,1127361,1127361125,1127361132.0,1127361144.0,1127361156.0,1127361167.0,1127361131.0,1127361189.0,1127361235.0,1127361236.0,1127361325.0,1127361327.0,1127361308.0,1127361393.0,1127361255.0,1127361278.0,,,,,,,,,Muslim,control,Palash Upazila,no,,no,No,yes,0.0,0.0,76,125,,no,,,,,,,,1,1,0,0
112585_110,1125851,1125851110,1125851108.0,1125851177.0,,1125851108.0,,,1125851108.0,1125851102.0,1125851106.0,1125851177.0,1125851153.0,1125851150.0,1125851145.0,1125851165.0,,,,,,,,,Muslim,control,Monohardi Upazila,no,Grade 6,no,No,yes,0.0,0.0,79,110,,no,,,,,,,,0,0,0,0
112790_299,1127901,1127901299,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Raipura Upazila,no,,no,No,no,,,197,299,,yes,,,,,,,,1,1,1,1
112597_151,1125971,1125971151,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Monohardi Upazila,no,Grade 6,no,No,no,,,58,151,,yes,,,,,,,,1,1,1,1
112802_110,1128021,1128021110,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Raipura Upazila,no,,no,No,no,,,81,110,,yes,,,,,,,,1,1,1,1
112672_104,1126722,1126722104,1126722159.0,1126722170.0,1126722144.0,1126722129.0,,,1126722129.0,1126722170.0,1126722144.0,1126722159.0,1126722151.0,1126722133.0,1126722108.0,1126722115.0,,,,,,,,,Muslim,control,Narsingdi Sadar Upazila,no,,no,No,yes,0.0,0.0,71,104,,no,,,,,,,,1,0,0,0
112539_170,1125391,1125391170,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Belabo Upazila,yes,,no,No,no,,,75,170,,no,,,,,,,,1,1,1,1
