s_merge_id,fs_student_id,fs_classroom,high_eyes,high_raven,high_bangla,high_math,emot_1,emot_2,emot_3,academic_1,academic_2,academic_3,isolated_emot_in,isolated_academic_in,isolated_emot_out,isolated_academic_out
112671_135,6711244.0,6711.0,yes,yes,no,no,6711261.0,6711263.0,6711307.0,6711261.0,6711279.0,6711293.0,0,0,0,0
112671_506,6711245.0,6711.0,yes,yes,no,yes,6711227.0,6711215.0,,6711221.0,6711227.0,6711276.0,0,0,0,0
112671_202,6711246.0,6711.0,yes,no,yes,no,6711231.0,,,6711231.0,6711268.0,,1,1,0,0
112671_237,6711247.0,6711.0,yes,yes,yes,yes,6711253.0,6711292.0,6711223.0,6711220.0,6711299.0,6711289.0,0,1,0,0
112671_182,6711248.0,6711.0,yes,yes,yes,yes,6711237.0,6711287.0,6711212.0,6711212.0,6711211.0,,0,0,0,0
112671_115,6711249.0,6711.0,yes,yes,yes,yes,6711235.0,6711277.0,,,,,1,1,0,1
112671_179,6711250.0,6711.0,yes,yes,yes,no,6711231.0,6711209.0,,6711255.0,6711231.0,6711209.0,1,0,0,0
112671_285,6711251.0,6711.0,yes,yes,no,no,6711243.0,6711242.0,6711226.0,6711243.0,6711220.0,6711242.0,0,0,0,0
112671_188,6711252.0,6711.0,yes,yes,yes,yes,6711242.0,6711239.0,6711240.0,6711242.0,6711239.0,6711230.0,0,0,0,0
112671_213,6711253.0,6711.0,no,no,no,no,6711294.0,6711260.0,6711247.0,6711261.0,6711299.0,6711298.0,0,0,0,0
112671_154,6711254.0,6711.0,yes,yes,yes,yes,6711275.0,6711273.0,6711237.0,6711275.0,6711273.0,6711231.0,0,0,0,0
112671_301,6711255.0,6711.0,yes,yes,yes,yes,6711275.0,,,6711275.0,6711221.0,,0,0,0,0
112671_478,6711256.0,6711.0,no,yes,yes,yes,6711230.0,6711231.0,6711234.0,6711230.0,6711231.0,6711239.0,1,1,0,0
112671_608,6711258.0,6711.0,no,no,no,no,6711207.0,6711238.0,,6711207.0,6711220.0,6711278.0,0,0,0,0
112671_150,6711259.0,6711.0,no,yes,yes,yes,6711260.0,6711281.0,6711267.0,6711255.0,6711281.0,6711275.0,0,0,0,0
112671_335,6711260.0,6711.0,no,yes,yes,yes,6711267.0,6711291.0,6711274.0,6711279.0,6711291.0,6711274.0,0,0,0,0
112671_359,6711262.0,6711.0,yes,yes,yes,yes,6711299.0,6711259.0,6711275.0,6711275.0,6711255.0,6711219.0,0,0,0,0
112671_294,6711263.0,6711.0,no,yes,yes,no,6711307.0,6711265.0,6711244.0,6711212.0,6711307.0,6711290.0,0,0,0,0
112671_144,6711265.0,6711.0,yes,yes,yes,yes,6711263.0,6711307.0,6711268.0,6711263.0,6711268.0,6711307.0,0,0,0,0
112671_344,6711266.0,6711.0,yes,yes,yes,no,6711255.0,6711233.0,,6711271.0,6711255.0,,0,1,0,0
112671_353,6711267.0,6711.0,no,yes,yes,yes,6711260.0,6711259.0,6711208.0,6711220.0,6711208.0,6711259.0,0,1,0,0
112671_174,6711268.0,6711.0,yes,yes,yes,no,6711225.0,6711262.0,6711219.0,6711220.0,6711225.0,6711307.0,0,0,0,0
112671_331,6711269.0,6711.0,yes,yes,yes,yes,6711293.0,6711241.0,6711221.0,6711258.0,6711221.0,6711293.0,0,0,0,0
112671_207,6711270.0,6711.0,yes,yes,yes,no,6711275.0,6711236.0,6711220.0,6711220.0,6711305.0,6711242.0,0,0,0,0
112671_305,6711271.0,6711.0,yes,yes,yes,no,6711269.0,6711261.0,6711293.0,6711269.0,6711261.0,6711293.0,0,0,0,0
112671_259,6711272.0,6711.0,no,yes,yes,yes,6711227.0,6711238.0,6711303.0,6711303.0,6711227.0,6711238.0,0,0,0,0
112671_363,6711273.0,6711.0,yes,yes,yes,no,6711254.0,6711237.0,6711281.0,6711254.0,6711214.0,6711278.0,0,0,0,0
112671_611,6711274.0,6711.0,no,no,no,no,6711301.0,6711260.0,6711291.0,6711301.0,6711275.0,6711255.0,0,0,0,0
112671_264,6711275.0,6711.0,yes,yes,yes,yes,6711255.0,6711254.0,6711262.0,6711255.0,6711221.0,6711254.0,0,0,0,0
112671_223,6711276.0,6711.0,no,yes,no,yes,6711231.0,6711216.0,,6711231.0,,,0,0,0,0
112671_146,6711277.0,6711.0,yes,yes,yes,yes,6711221.0,,,6711273.0,6711278.0,6711292.0,0,0,0,0
112671_461,6711278.0,6711.0,yes,yes,no,no,6711302.0,6711286.0,6711292.0,6711258.0,6711269.0,6711221.0,0,0,0,0
112671_463,6711279.0,6711.0,yes,yes,yes,yes,,,,6711261.0,6711260.0,6711301.0,0,0,1,0
112671_440,6711280.0,6711.0,no,yes,no,no,6711231.0,6711255.0,6711262.0,6711231.0,6711255.0,6711275.0,0,0,0,0
112671_251,6711281.0,6711.0,yes,yes,no,yes,6711258.0,6711236.0,6711238.0,6711238.0,6711236.0,6711258.0,0,0,0,0
112671_392,6711282.0,6711.0,yes,no,yes,yes,6711248.0,,,6711295.0,6711215.0,6711248.0,0,0,0,0
112671_111,6711283.0,6711.0,no,yes,yes,no,6711232.0,6711237.0,6711300.0,6711303.0,6711272.0,6711305.0,1,1,0,0
112671_451,6711284.0,6711.0,no,no,yes,yes,6711259.0,6711257.0,6711224.0,6711250.0,6711255.0,6711257.0,1,1,0,0
112671_185,6711285.0,6711.0,yes,yes,yes,yes,6711223.0,6711278.0,6711302.0,6711223.0,6711220.0,6711278.0,0,0,0,0
112671_271,6711286.0,6711.0,no,yes,yes,yes,6711214.0,6711295.0,6711232.0,6711214.0,6711215.0,6711232.0,0,0,0,0
112671_230,6711287.0,6711.0,no,yes,no,yes,,,,6711275.0,6711237.0,6711254.0,0,0,1,0
112671_191,6711288.0,6711.0,no,yes,yes,no,6711212.0,6711248.0,6711282.0,6711276.0,6711305.0,6711232.0,1,0,0,0
112671_609,6711289.0,6711.0,no,no,no,no,6711299.0,6711262.0,6711219.0,6711219.0,6711299.0,6711262.0,0,0,0,0
112671_403,6711290.0,6711.0,yes,yes,yes,yes,6711253.0,6711240.0,,6711261.0,6711253.0,6711272.0,0,0,0,0
112671_317,6711292.0,6711.0,yes,yes,yes,yes,6711219.0,6711277.0,,6711219.0,6711277.0,,0,0,0,0
112671_103,6711293.0,6711.0,no,yes,yes,yes,6711269.0,6711271.0,6711261.0,6711261.0,6711279.0,6711209.0,0,0,0,0
112671_278,6711294.0,6711.0,yes,yes,yes,yes,6711240.0,6711233.0,6711242.0,6711258.0,6711240.0,6711299.0,0,0,0,0
112671_124,6711295.0,6711.0,no,no,yes,yes,6711215.0,6711286.0,6711290.0,6711298.0,6711288.0,6711215.0,0,0,0,0
112671_309,6711296.0,6711.0,yes,yes,yes,yes,6711238.0,6711228.0,6711210.0,6711228.0,6711221.0,,0,0,0,0
112671_243,6711297.0,6711.0,yes,yes,yes,yes,6711269.0,6711293.0,6711271.0,6711269.0,6711271.0,6711293.0,1,0,0,0
112671_204,6711298.0,6711.0,no,yes,yes,yes,6711258.0,6711294.0,,6711258.0,,,0,0,0,0
112671_324,6711299.0,6711.0,yes,yes,yes,no,6711289.0,6711262.0,6711225.0,6711225.0,6711262.0,6711268.0,0,0,0,0
112671_273,6711300.0,6711.0,yes,no,yes,yes,6711212.0,6711211.0,6711275.0,6711212.0,6711211.0,6711275.0,0,0,0,0
112671_296,6711301.0,6711.0,yes,yes,yes,yes,6711274.0,6711234.0,6711279.0,6711274.0,6711279.0,6711219.0,0,0,0,0
112671_365,6711303.0,6711.0,yes,yes,yes,yes,6711298.0,,,6711272.0,6711298.0,,0,0,0,0
112671_172,6711305.0,6711.0,yes,yes,yes,yes,6711212.0,6711220.0,6711229.0,6711207.0,6711212.0,6711231.0,0,0,0,0
112671_606,6711306.0,6711.0,no,no,no,no,6711307.0,6711304.0,6711227.0,6711221.0,6711275.0,6711220.0,0,1,0,0
112671_607,6711307.0,6711.0,no,no,no,no,6711263.0,6711244.0,6711265.0,6711265.0,6711212.0,6711244.0,0,0,0,0
112671_327,6712208.0,6712.0,yes,yes,yes,yes,6712279.0,6712290.0,6712217.0,6712263.0,6712295.0,6712279.0,0,0,0,0
112671_322,6712209.0,6712.0,no,yes,yes,yes,6712275.0,6712270.0,6712256.0,6712219.0,6712256.0,6712213.0,0,0,0,0
112671_438,6712210.0,6712.0,yes,no,yes,no,6712215.0,6712259.0,6712283.0,6712215.0,6712270.0,6712298.0,0,0,0,0
112671_355,6712211.0,6712.0,no,yes,yes,no,6712255.0,6712264.0,6712270.0,6712270.0,6712255.0,6712286.0,0,0,0,0
112671_495,6712212.0,6712.0,no,yes,yes,yes,6712242.0,6712241.0,6712290.0,6712242.0,6712241.0,6712213.0,0,0,0,0
112671_267,6712213.0,6712.0,yes,yes,yes,yes,6712219.0,6712270.0,6712265.0,6712282.0,6712290.0,6712212.0,0,0,0,0
112671_270,6712214.0,6712.0,yes,yes,yes,yes,6712223.0,6712230.0,6712240.0,6712212.0,6712219.0,6712218.0,0,0,0,0
112671_269,6712215.0,6712.0,yes,yes,yes,yes,6712269.0,6712210.0,6712224.0,6712248.0,6712269.0,6712224.0,0,0,0,0
112671_406,6712216.0,6712.0,no,yes,yes,yes,6712239.0,6712229.0,6712306.0,6712239.0,6712229.0,6712306.0,0,0,0,0
112671_242,6712218.0,6712.0,yes,yes,no,yes,6712251.0,6712221.0,6712237.0,6712251.0,6712242.0,6712291.0,0,0,0,0
112671_393,6712221.0,6712.0,yes,yes,yes,yes,6712241.0,6712242.0,6712212.0,6712229.0,6712262.0,6712228.0,0,0,0,0
112671_479,6712223.0,6712.0,yes,yes,yes,no,6712300.0,6712239.0,6712214.0,6712300.0,6712239.0,6712214.0,0,0,0,0
112671_194,6712224.0,6712.0,no,yes,yes,yes,6712271.0,6712215.0,6712261.0,6712248.0,6712215.0,6712271.0,0,0,0,0
112671_448,6712225.0,6712.0,yes,no,yes,yes,6712258.0,6712273.0,6712276.0,6712302.0,6712226.0,6712279.0,1,0,0,0
112671_314,6712226.0,6712.0,yes,yes,yes,no,6712273.0,6712250.0,6712283.0,6712273.0,6712283.0,6712244.0,0,0,0,0
112671_297,6712227.0,6712.0,yes,yes,yes,no,6712261.0,6712217.0,6712231.0,6712289.0,6712220.0,6712222.0,0,0,0,0
112671_147,6712228.0,6712.0,yes,yes,yes,yes,6712291.0,6712221.0,6712229.0,6712218.0,6712222.0,6712242.0,1,0,0,0
112671_336,6712229.0,6712.0,yes,no,no,yes,6712306.0,6712239.0,6712291.0,6712239.0,6712306.0,6712291.0,0,0,0,0
112671_338,6712230.0,6712.0,yes,yes,yes,yes,6712258.0,6712304.0,6712262.0,6712258.0,6712304.0,6712262.0,0,0,0,0
112671_523,6712231.0,6712.0,no,no,no,no,6712295.0,6712287.0,6712217.0,6712279.0,6712208.0,6712287.0,0,0,0,0
112671_313,6712232.0,6712.0,yes,yes,yes,yes,6712296.0,6712239.0,6712300.0,6712296.0,6712239.0,6712300.0,0,0,0,0
112671_164,6712233.0,6712.0,yes,yes,no,no,6712261.0,6712270.0,6712259.0,6712261.0,6712270.0,6712242.0,0,0,0,0
112671_293,6712235.0,6712.0,no,yes,yes,no,6712307.0,6712280.0,6712288.0,6712280.0,6712279.0,6712295.0,0,0,0,0
112671_330,6712236.0,6712.0,yes,no,yes,no,6712216.0,6712266.0,6712294.0,6712294.0,6712216.0,6712227.0,0,0,0,0
112671_499,6712237.0,6712.0,no,yes,no,no,6712218.0,6712298.0,6712291.0,6712218.0,6712298.0,6712210.0,0,0,0,0
112671_162,6712239.0,6712.0,no,yes,yes,yes,6712232.0,6712300.0,6712216.0,6712232.0,6712223.0,6712296.0,0,0,0,0
112671_214,6712240.0,6712.0,yes,yes,yes,yes,6712284.0,6712261.0,6712301.0,6712284.0,6712261.0,6712301.0,0,0,0,0
112671_266,6712241.0,6712.0,yes,yes,yes,yes,6712212.0,6712242.0,6712221.0,6712212.0,6712221.0,6712242.0,0,0,0,0
112671_117,6712242.0,6712.0,no,yes,yes,yes,6712274.0,6712241.0,6712212.0,6712212.0,6712239.0,6712290.0,0,0,0,0
112671_460,6712243.0,6712.0,yes,no,no,no,6712297.0,6712301.0,6712255.0,6712295.0,6712301.0,6712255.0,0,0,0,0
112671_215,6712245.0,6712.0,no,no,no,no,6712297.0,6712272.0,6712284.0,6712297.0,6712272.0,6712284.0,0,0,0,0
112671_261,6712246.0,6712.0,yes,yes,yes,no,6712299.0,6712257.0,6712259.0,6712299.0,6712259.0,6712279.0,0,1,0,0
112671_489,6712247.0,6712.0,no,yes,yes,yes,6712263.0,6712278.0,6712281.0,6712263.0,6712278.0,6712281.0,0,0,0,0
112671_306,6712248.0,6712.0,yes,yes,yes,no,6712222.0,6712233.0,6712215.0,6712222.0,6712233.0,6712215.0,1,0,0,0
112671_422,6712249.0,6712.0,yes,yes,yes,no,6712266.0,6712273.0,6712236.0,6712266.0,6712261.0,6712248.0,0,0,0,0
112671_496,6712250.0,6712.0,no,yes,yes,yes,6712254.0,6712283.0,6712273.0,6712254.0,6712283.0,6712273.0,0,0,0,0
112671_442,6712251.0,6712.0,no,yes,no,yes,6712218.0,6712237.0,6712291.0,6712218.0,6712237.0,6712291.0,0,0,0,0
112671_177,6712252.0,6712.0,yes,yes,yes,yes,6712276.0,6712245.0,,6712276.0,6712271.0,,1,0,0,0
112671_458,6712254.0,6712.0,yes,yes,yes,yes,6712250.0,6712258.0,6712230.0,6712250.0,6712283.0,6712258.0,0,0,0,0
112671_151,6712256.0,6712.0,no,no,yes,yes,6712244.0,6712267.0,6712275.0,6712224.0,6712225.0,6712227.0,0,0,0,0
112671_137,6712257.0,6712.0,yes,yes,yes,yes,6712254.0,6712246.0,6712258.0,6712253.0,,,0,1,0,0
112671_326,6712258.0,6712.0,yes,no,no,yes,6712230.0,6712254.0,6712304.0,6712230.0,6712254.0,6712304.0,0,0,0,0
112671_249,6712259.0,6712.0,yes,yes,yes,no,6712226.0,6712279.0,6712283.0,6712280.0,6712211.0,6712283.0,0,0,0,0
112671_262,6712261.0,6712.0,yes,yes,yes,yes,6712271.0,6712222.0,6712305.0,6712224.0,6712305.0,6712271.0,0,0,0,0
112671_282,6712262.0,6712.0,yes,yes,yes,yes,6712304.0,6712264.0,6712283.0,6712258.0,6712304.0,6712250.0,0,0,0,0
112671_131,6712263.0,6712.0,no,no,yes,yes,6712278.0,6712281.0,6712247.0,6712208.0,6712247.0,6712281.0,0,0,0,0
112671_349,6712265.0,6712.0,yes,yes,no,yes,6712274.0,6712213.0,6712290.0,6712274.0,6712290.0,6712242.0,0,0,0,0
112671_127,6712266.0,6712.0,yes,yes,yes,yes,6712293.0,6712249.0,6712227.0,6712261.0,6712293.0,6712249.0,0,0,0,0
112671_385,6712267.0,6712.0,yes,no,yes,yes,6712280.0,6712256.0,6712265.0,6712280.0,6712279.0,6712265.0,0,0,0,0
112671_447,6712268.0,6712.0,no,yes,yes,yes,6712303.0,6712290.0,6712231.0,6712217.0,6712226.0,6712267.0,0,1,0,0
112671_378,6712269.0,6712.0,yes,yes,yes,yes,6712215.0,6712303.0,6712298.0,6712215.0,6712303.0,6712221.0,0,0,0,0
112671_119,6712270.0,6712.0,yes,yes,yes,yes,6712260.0,6712267.0,6712271.0,6712209.0,6712275.0,6712264.0,0,0,0,0
112671_374,6712271.0,6712.0,no,yes,yes,yes,6712224.0,6712261.0,6712307.0,6712224.0,6712261.0,6712304.0,0,0,0,0
112671_433,6712273.0,6712.0,yes,yes,yes,yes,6712226.0,6712250.0,6712303.0,6712226.0,6712250.0,6712303.0,0,0,0,0
112671_257,6712274.0,6712.0,yes,yes,yes,no,6712265.0,6712279.0,6712227.0,6712265.0,6712279.0,6712227.0,0,0,0,0
112671_396,6712275.0,6712.0,yes,yes,yes,no,6712256.0,6712270.0,6712209.0,6712232.0,6712209.0,6712270.0,0,0,0,0
112671_113,6712278.0,6712.0,yes,yes,yes,no,6712281.0,6712263.0,6712247.0,6712247.0,6712208.0,6712263.0,0,0,0,0
112671_484,6712279.0,6712.0,yes,no,yes,no,6712257.0,6712274.0,6712208.0,6712217.0,6712266.0,6712364.0,0,0,0,0
112671_252,6712280.0,6712.0,yes,yes,yes,yes,6712235.0,6712267.0,6712295.0,6712295.0,6712235.0,6712279.0,0,0,0,0
112671_525,6712281.0,6712.0,no,no,no,no,6712263.0,6712247.0,6712241.0,6712278.0,6712247.0,6712213.0,0,0,0,0
112671_446,6712282.0,6712.0,no,yes,no,yes,6712241.0,6712213.0,6712284.0,6712284.0,6712240.0,6712243.0,1,0,0,0
112671_209,6712283.0,6712.0,no,yes,yes,no,6712254.0,6712250.0,6712239.0,6712254.0,6712250.0,6712239.0,0,0,0,0
112671_106,6712284.0,6712.0,yes,yes,yes,yes,6712240.0,6712261.0,6712300.0,6712301.0,6712240.0,6712261.0,0,0,0,0
112671_107,6712285.0,6712.0,yes,no,yes,yes,6712234.0,6712249.0,6712221.0,6712249.0,6712233.0,6712252.0,1,1,0,0
112671_418,6712286.0,6712.0,no,no,no,no,6712211.0,6712264.0,6712250.0,6712211.0,6712250.0,6712209.0,1,0,0,0
112671_155,6712287.0,6712.0,no,yes,yes,no,6712241.0,6712231.0,6712217.0,6712279.0,6712241.0,6712231.0,0,0,0,0
112671_455,6712288.0,6712.0,no,yes,no,yes,6712231.0,6712217.0,6712234.0,6712231.0,6712217.0,6712237.0,0,1,0,0
112671_274,6712290.0,6712.0,yes,yes,no,yes,6712279.0,6712303.0,6712242.0,6712279.0,6712303.0,6712242.0,0,0,0,0
112671_358,6712291.0,6712.0,yes,no,no,no,6712273.0,6712275.0,6712270.0,6712273.0,6712275.0,6712270.0,0,0,0,0
112671_143,6712292.0,6712.0,yes,no,no,no,6712273.0,6712268.0,6712290.0,6712265.0,6712306.0,6712303.0,1,1,0,0
112671_125,6712293.0,6712.0,no,yes,yes,no,6712245.0,6712235.0,6712272.0,6712245.0,6712242.0,6712280.0,0,0,0,0
112671_457,6712294.0,6712.0,yes,yes,yes,no,6712216.0,6712223.0,6712266.0,6712239.0,6712227.0,6712236.0,0,0,0,0
112671_364,6712295.0,6712.0,yes,yes,yes,yes,6712290.0,6712279.0,6712280.0,6712274.0,6712280.0,6712262.0,0,0,0,0
112671_166,6712296.0,6712.0,yes,yes,yes,yes,6712232.0,6712300.0,6712239.0,6712232.0,6712300.0,6712239.0,0,0,0,0
112671_518,6712297.0,6712.0,no,no,no,no,6712243.0,6712245.0,6712240.0,6712243.0,6712245.0,6712240.0,0,0,0,0
112671_504,6712298.0,6712.0,yes,yes,yes,yes,6712237.0,6712251.0,6712210.0,6712220.0,6712233.0,6712218.0,0,0,0,0
112671_346,6712300.0,6712.0,yes,yes,yes,yes,6712246.0,6712263.0,6712259.0,6712279.0,6712230.0,6712302.0,0,0,0,0
112671_397,6712301.0,6712.0,no,yes,yes,yes,6712243.0,6712255.0,6712284.0,6712243.0,6712284.0,6712255.0,0,0,0,0
112671_254,6712302.0,6712.0,no,yes,no,yes,6712290.0,6712273.0,6712265.0,6712242.0,6712228.0,6712290.0,1,0,0,0
112671_236,6712303.0,6712.0,yes,yes,yes,yes,6712215.0,6712273.0,6712269.0,6712269.0,6712215.0,6712273.0,0,0,0,0
112671_485,6712304.0,6712.0,yes,yes,yes,yes,6712230.0,6712258.0,6712262.0,6712230.0,6712258.0,6712262.0,0,0,0,0
112671_417,6712305.0,6712.0,yes,yes,yes,yes,6712273.0,6712271.0,6712261.0,6712273.0,6712261.0,6712271.0,0,0,0,0
112671_158,6712307.0,6712.0,yes,yes,yes,yes,6712235.0,6712250.0,6712222.0,6712235.0,6712250.0,6712222.0,0,1,0,0
112671_112,6713206.0,6713.0,yes,yes,yes,no,6713250.0,6713211.0,6713306.0,6713296.0,6713286.0,6713209.0,1,1,0,0
112671_260,6713210.0,6713.0,no,no,yes,no,6713281.0,,,6713281.0,6713213.0,,0,0,0,0
112671_389,6713211.0,6713.0,no,no,yes,no,6713213.0,6713241.0,,6713213.0,6713241.0,6713292.0,0,0,0,0
112671_284,6713212.0,6713.0,yes,no,yes,no,6713294.0,6713288.0,6713257.0,6713251.0,6713288.0,6713294.0,0,0,0,0
112671_175,6713213.0,6713.0,no,no,no,no,6713211.0,6713210.0,,6713210.0,6713211.0,,0,0,0,0
112671_481,6713215.0,6713.0,yes,yes,yes,yes,6713265.0,,,6713265.0,,,0,0,0,0
112671_342,6713216.0,6713.0,no,no,no,no,6713295.0,6713300.0,6713220.0,6713300.0,6713220.0,6713270.0,0,0,0,0
112671_258,6713217.0,6713.0,no,yes,yes,yes,,,,6713213.0,,,1,1,1,0
112671_240,6713218.0,6713.0,no,yes,yes,yes,6713304.0,6713278.0,6713255.0,6713304.0,6713278.0,,1,1,0,0
112671_334,6713219.0,6713.0,no,no,no,no,6713221.0,6713215.0,6713243.0,6713221.0,6713215.0,,0,0,0,0
112671_239,6713220.0,6713.0,no,yes,yes,yes,6713216.0,6713264.0,6713227.0,6713216.0,6713266.0,,0,0,0,0
112671_316,6713221.0,6713.0,no,no,no,no,6713274.0,6713219.0,6713237.0,6713274.0,6713305.0,6713219.0,0,0,0,0
112671_299,6713222.0,6713.0,no,no,no,no,6713221.0,6713227.0,6713260.0,6713305.0,6713277.0,6713287.0,0,0,0,0
112671_474,6713223.0,6713.0,yes,yes,no,no,6713291.0,6713283.0,6713292.0,6713291.0,6713292.0,,0,0,0,0
112671_142,6713226.0,6713.0,no,no,no,no,6713250.0,,,6713250.0,6713295.0,6713249.0,1,1,0,0
112671_205,6713227.0,6713.0,no,yes,yes,yes,6713221.0,6713222.0,6713260.0,6713305.0,6713304.0,6713260.0,0,0,0,0
112671_128,6713229.0,6713.0,no,no,no,no,6713245.0,6713277.0,6713275.0,6713273.0,6713275.0,6713245.0,0,0,0,0
112671_160,6713231.0,6713.0,yes,no,no,no,6713232.0,6713223.0,6713239.0,6713223.0,6713232.0,6713239.0,0,1,0,0
112671_212,6713232.0,6713.0,no,yes,yes,no,6713249.0,6713238.0,,6713292.0,6713264.0,6713236.0,0,0,0,0
112671_500,6713233.0,6713.0,no,no,yes,yes,6713277.0,6713303.0,6713238.0,6713238.0,6713303.0,6713277.0,0,0,0,0
112671_373,6713235.0,6713.0,no,no,no,no,6713267.0,6713231.0,6713279.0,6713267.0,6713242.0,6713279.0,0,0,0,0
112671_183,6713236.0,6713.0,no,no,no,no,6713260.0,6713244.0,6713250.0,6713260.0,6713244.0,6713255.0,0,0,0,0
112671_439,6713237.0,6713.0,no,no,yes,yes,6713284.0,6713272.0,6713221.0,6713272.0,6713284.0,6713274.0,0,0,0,0
112671_173,6713238.0,6713.0,no,no,no,no,6713248.0,6713271.0,,6713241.0,6713216.0,,0,0,0,0
112671_490,6713239.0,6713.0,no,yes,yes,yes,6713291.0,,,6713291.0,6713210.0,,0,0,0,0
112671_235,6713240.0,6713.0,no,no,no,no,,6713242.0,6713238.0,6713242.0,,,1,0,0,0
112671_184,6713241.0,6713.0,no,no,no,no,6713211.0,6713223.0,6713300.0,6713211.0,6713223.0,,0,0,0,0
112671_189,6713242.0,6713.0,no,no,no,no,,,,6713240.0,,,0,0,1,0
112671_263,6713243.0,6713.0,no,yes,no,no,6713304.0,6713301.0,6713276.0,6713304.0,6713301.0,6713276.0,0,0,0,0
112671_102,6713244.0,6713.0,yes,yes,yes,no,6713300.0,6713220.0,6713260.0,6713237.0,6713249.0,6713271.0,0,0,0,0
112671_126,6713245.0,6713.0,yes,yes,yes,no,6713229.0,6713220.0,6713253.0,6713229.0,6713253.0,6713290.0,0,0,0,0
112671_275,6713248.0,6713.0,yes,yes,yes,yes,6713291.0,6713238.0,,6713291.0,6713238.0,6713298.0,0,0,0,0
112671_321,6713249.0,6713.0,no,no,no,no,6713271.0,6713270.0,6713283.0,6713271.0,6713290.0,6713244.0,0,0,0,0
112671_227,6713251.0,6713.0,no,no,yes,yes,6713238.0,6713250.0,6713294.0,6713210.0,6713212.0,6713303.0,0,0,0,0
112671_290,6713252.0,6713.0,no,no,no,yes,6713258.0,6713292.0,6713294.0,6713255.0,6713240.0,6713210.0,1,0,0,0
112671_394,6713253.0,6713.0,no,no,no,no,6713286.0,6713245.0,,6713286.0,6713245.0,,0,0,0,0
112671_231,6713254.0,6713.0,no,no,no,yes,6713299.0,6713305.0,6713256.0,6713299.0,6713305.0,6713256.0,0,0,0,0
112671_405,6713255.0,6713.0,no,yes,yes,yes,6713213.0,6713263.0,6713267.0,6713237.0,6713213.0,6713263.0,0,0,0,0
112671_138,6713256.0,6713.0,no,no,no,yes,6713257.0,6713211.0,6713258.0,6713211.0,6713257.0,6713281.0,0,0,0,0
112671_149,6713257.0,6713.0,no,no,no,no,6713256.0,6713281.0,6713294.0,6713256.0,6713281.0,6713294.0,0,0,0,0
112671_300,6713258.0,6713.0,no,no,yes,no,6713270.0,6713294.0,6713262.0,6713237.0,6713252.0,6713283.0,0,0,0,0
112671_381,6713259.0,6713.0,yes,yes,yes,yes,6713216.0,6713220.0,6713234.0,6713216.0,,,1,1,0,0
112671_248,6713260.0,6713.0,no,yes,yes,yes,6713244.0,6713227.0,6713236.0,6713236.0,6713244.0,6713264.0,0,0,0,0
112671_199,6713261.0,6713.0,no,no,no,no,6713284.0,6713247.0,,6713284.0,6713247.0,,1,1,0,0
112671_217,6713263.0,6713.0,no,no,no,yes,6713297.0,,,6713293.0,6713255.0,6713278.0,0,0,0,0
112671_176,6713265.0,6713.0,no,no,no,no,6713268.0,6713215.0,6713231.0,6713215.0,,,0,0,0,0
112671_427,6713266.0,6713.0,yes,yes,yes,no,6713216.0,6713296.0,6713295.0,6713220.0,6713250.0,6713304.0,1,0,0,0
112671_114,6713267.0,6713.0,no,no,no,no,6713294.0,6713212.0,6713235.0,6713294.0,6713235.0,6713212.0,0,0,0,0
112671_193,6713268.0,6713.0,no,yes,yes,no,6713265.0,6713224.0,6713264.0,6713265.0,6713224.0,6713264.0,0,1,0,0
112671_401,6713270.0,6713.0,yes,yes,yes,yes,6713258.0,6713288.0,6713278.0,6713258.0,6713288.0,6713278.0,0,0,0,0
112671_386,6713271.0,6713.0,no,yes,no,no,6713249.0,6713264.0,6713227.0,6713249.0,6713263.0,6713216.0,0,0,0,0
112671_366,6713272.0,6713.0,no,yes,yes,no,6713237.0,6713284.0,6713264.0,6713237.0,6713284.0,6713280.0,0,0,0,0
112671_247,6713273.0,6713.0,no,no,no,no,6713275.0,6713300.0,,6713229.0,6713241.0,6713275.0,0,0,0,0
112671_362,6713274.0,6713.0,no,no,no,no,6713221.0,6713219.0,6713237.0,6713221.0,6713237.0,,0,0,0,0
112671_390,6713275.0,6713.0,no,no,no,no,6713273.0,6713229.0,6713216.0,6713273.0,6713229.0,6713245.0,0,0,0,0
112671_195,6713276.0,6713.0,no,no,no,no,6713243.0,6713234.0,6713212.0,6713243.0,6713216.0,6713234.0,0,0,0,0
112671_132,6713277.0,6713.0,yes,yes,yes,yes,6713233.0,6713292.0,6713287.0,6713225.0,6713229.0,6713233.0,0,0,0,0
112671_414,6713280.0,6713.0,no,yes,no,no,6713250.0,6713237.0,6713272.0,6713272.0,6713237.0,6713284.0,1,0,0,0
112671_379,6713281.0,6713.0,yes,yes,no,no,6713210.0,6713257.0,6713251.0,6713210.0,6713256.0,6713251.0,0,0,0,0
112671_118,6713283.0,6713.0,no,no,no,no,6713276.0,6713291.0,6713242.0,6713276.0,6713291.0,6713242.0,0,0,0,0
112671_279,6713284.0,6713.0,yes,yes,yes,yes,6713237.0,6713272.0,6713276.0,6713237.0,6713272.0,6713301.0,0,0,0,0
112671_255,6713286.0,6713.0,yes,yes,no,yes,6713253.0,6713293.0,6713245.0,6713293.0,6713253.0,6713245.0,0,0,0,0
