fs_classroom,isolate_in_a,isolate_in_e,reciprocity_share_a,reciprocity_share_e
1127771,0.4666666666666667,0.13333333333333333,0.358974358974359,0.4
1127781,0.4888888888888889,0.26666666666666666,0.24489795918367346,0.5671641791044776
1127791,0.32432432432432434,0.10810810810810811,0.28125,0.5277777777777778
1127811,0.3157894736842105,0.2631578947368421,0.3829787234042553,0.30434782608695654
1127841,0.2571428571428571,0.3142857142857143,0.4186046511627907,0.6190476190476191
1127851,0.34285714285714286,0.2857142857142857,0.1951219512195122,0.34146341463414637
1127853,0.23076923076923078,0.3076923076923077,0.4444444444444444,0.5882352941176471
1127861,0.75,0.75,0.0,0.0
1127863,0.14705882352941177,0.20588235294117646,0.4074074074074074,0.5079365079365079
1127871,0.38235294117647056,0.2647058823529412,0.4406779661016949,0.5573770491803278
1127891,0.4,0.6,0.36363636363636365,0.2857142857142857
1127892,0.25925925925925924,0.1111111111111111,0.425531914893617,0.46808510638297873
1127901,0.3170731707317073,0.2682926829268293,0.46875,0.43478260869565216
1127902,0.5555555555555556,0.3333333333333333,1.0,0.8888888888888888
1127911,0.4864864864864865,0.16216216216216217,0.26666666666666666,0.5333333333333333
1127921,0.2571428571428571,0.17142857142857143,0.49122807017543857,0.8064516129032258
1127931,0.3793103448275862,0.1724137931034483,0.3448275862068966,0.2807017543859649
1127941,0.5454545454545454,0.2727272727272727,0.09523809523809523,0.2857142857142857
1127951,0.36363636363636365,0.18181818181818182,0.26666666666666666,0.6
1127952,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.6153846153846154
1127971,0.3333333333333333,0.25,0.7,0.5714285714285714
1127981,0.2857142857142857,0.14285714285714285,0.6666666666666666,0.5625
1127982,0.5714285714285714,0.5714285714285714,0.4,0.5
1128001,0.17647058823529413,0.058823529411764705,0.2826086956521739,0.5060240963855421
1128021,0.15789473684210525,0.21052631578947367,0.2926829268292683,0.3157894736842105
1128191,0.34782608695652173,0.43478260869565216,0.35714285714285715,0.2608695652173913
1128192,0.4166666666666667,0.25,0.5454545454545454,0.5714285714285714
1128201,0.4166666666666667,0.25,0.18181818181818182,0.6153846153846154
1128202,0.42857142857142855,0.42857142857142855,0.4,0.5
1128251,0.36363636363636365,0.4090909090909091,0.46153846153846156,0.7692307692307693
1128261,0.37142857142857144,0.2571428571428571,0.2608695652173913,0.5901639344262295
1128301,0.4523809523809524,0.38095238095238093,0.27906976744186046,0.5
1128321,0.375,0.375,0.3333333333333333,0.6
1128322,0.5,0.15,0.14285714285714285,0.6666666666666666
1128351,0.38461538461538464,0.3076923076923077,0.4,0.5
1128352,0.5,0.5833333333333334,0.6,0.6666666666666666
1128371,0.5,0.35714285714285715,0.2222222222222222,0.125
1128391,0.46153846153846156,0.23076923076923078,0.15384615384615385,0.5263157894736842
1128392,0.20833333333333334,0.041666666666666664,0.3018867924528302,0.6956521739130435
1128411,0.25,0.25,0.27586206896551724,0.4375
1128412,0.375,0.1875,0.3076923076923077,0.5454545454545454
1128421,0.23529411764705882,0.17647058823529413,0.5283018867924528,0.5660377358490566
1128431,0.6666666666666666,0.37037037037037035,0.08695652173913043,0.3448275862068966
1128441,0.29411764705882354,0.29411764705882354,0.3333333333333333,0.6363636363636364
1128442,0.25,0.1,0.18604651162790697,0.3829787234042553
